#node	p-value
INPP5A(3632)	0.383974272903156
PLOD2(5352)	0.246940620936641
OGDH(4967)	0.0530559474732226
PML(5371)	0.012166340843318
SEPT2(4735)	0.620524754996067
POLD1(5424)	0.376043410715263
POLG(5428)	0.835220800309186
POLR2B(5431)	0.489626016731059
CYP2C9(1559)	0.10366793364878
CYP2E1(1571)	0.0565996769954134
POU2F1(5451)	0.549641215288437
MNAT1(4331)	0.228047399456294
POU2AF1(5450)	0.00170653536145311
POU2F2(5452)	0.984442684665419
GATA6(2627)	0.664722961615184
PPARBP(5469)	0.0184326637419802
PPBP(5473)	0.0223717344829739
PMAIP1(5366)	0.000443500658220571
CD99(4267)	0.0254785319064488
PPP1CA(5499)	0.202467981464834
PPP1CC(5501)	0.895999581084988
CCNG2(901)	6.37278781803775e-06
PPP2CA(5515)	0.188574575496134
PPP2R1B(5519)	0.00876523393924847
PPP2R3A(5523)	0.815311746714827
NEK1(4750)	0.870791035355616
PPP2R1A(5518)	0.264133474917022
PPP3CA(5530)	0.105474990625483
PPP5C(5536)	0.0287332616708886
NFKBIE(4794)	0.078871368267449
PRKAA2(5563)	0.150827390304232
PDE4B(5142)	0.443947328712957
GYS1(2997)	0.273590924040244
ITPKB(3707)	0.00477327766432103
PPP1R8(5511)	0.751781815237443
PRKACB(5567)	0.0140548870327331
PRKACA(5566)	0.616069070360046
PRKAB1(5564)	0.00171655701068064
PRKAR1A(5573)	0.933690673787132
PRKAR2A(5576)	0.342675069834481
PRKAR2B(5577)	0.809616414424537
PRKCA(5578)	0.0238809810662244
POLB(5423)	0.230983990105622
PA2G4(5036)	0.001129523582746
NRGN(4900)	0.433507409842749
PPP2CB(5516)	0.0930364969444329
ITGB7(3695)	0.0239870169028721
PRKCB1(5579)	4.64181304928947e-05
ADCY7(113)	0.113685489739395
PRKCD(5580)	0.033095539344661
PLSCR1(5359)	0.0167286143683031
PPP2R5C(5527)	0.743650287514107
PRKCE(5581)	0.020184273938351
PKN1(5585)	0.310150368228553
PRKD1(5587)	3.65014865111185e-05
PRKCH(5583)	0.0514408725012793
MT2A(4502)	0.0165331824672332
PRKCQ(5588)	0.303171093266749
PRKCZ(5590)	0.415933027447517
PRKDC(5591)	0.431150867626843
NBN(4683)	0.124858852960058
LIG4(3981)	0.290903503890499
ILF2(3608)	4.52539500136465e-07
PPP1R12A(4659)	0.831174797445794
MAPK1(5594)	0.18298194106582
PLK3(1263)	0.785660872639525
DUSP7(1849)	0.00891284504707525
DUSP5(1847)	0.0144837222834191
HMMR(3161)	0.39448784930375
MAPK3(5595)	0.447462758526428
MAPK4(5596)	0.0880284535608194
MAPK6(5597)	0.000808052469091626
NFATC3(4775)	0.243341033963088
MAP2K1(5604)	0.110389857806335
PRKCI(5584)	0.932169706815999
MAP2K2(5605)	0.759123865556737
MAPK7(5598)	0.43214775325044
MAP2K6(5608)	0.920112044874277
MAPK13(5603)	0.2461346683634
MAPK9(5601)	0.646435598081716
MAPK8(5599)	0.0139718405707147
EIF2AK2(5610)	0.717441895073266
PPP2R5A(5525)	0.772027578781627
DNAJC3(5611)	0.645781369150375
PKIA(5569)	0.587526821171215
PPIB(5479)	2.37627070708539e-05
NEK3(4752)	0.022073592695651
PRPS1(5631)	0.378917643265435
LGMN(5641)	0.931361777288062
BPI(671)	0.991910924033351
SERPINB1(1992)	0.680727116472903
CD1B(910)	0.980251241340591
PSEN1(5663)	0.806669464810499
PLK1(5347)	0.678638293116546
PRNP(5621)	0.309238837127429
NPY1R(4886)	0.492891878369764
ATXN3(4287)	0.207063831487008
PSME1(5720)	0.00479475582243911
PTBP1(5725)	0.284610880031499
PTGER2(5732)	0.120917307633871
PTGS1(5742)	0.000170295857639908
PTGS2(5743)	0.152643814106244
PTK2(5747)	1.49108405699891e-05
PPP1CB(5500)	0.722515665614096
PTK7(5754)	0.0795558408874306
LAMA4(3910)	0.809781493531669
PTN(5764)	0.806759066922391
CACNB4(785)	0.498003755859628
CAPZB(832)	0.549388107717908
PTPN6(5777)	1.39024733396342e-05
MPL(4352)	0.703019411164671
PIK3CG(5294)	0.188498717330734
PKN2(5586)	0.0502054783080395
PTPRA(5786)	0.905132037912007
PTPRC(5788)	0.00448508964581941
PTPRE(5791)	0.45712161711295
PTPRD(5789)	0.984321399224907
PTPRF(5792)	0.069109625508858
PTPRK(5796)	0.0862633787518892
PTPRM(5797)	0.0126070854780121
PIM1(5292)	0.0043466488639853
PTPRN(5798)	0.582896662202418
GRLF1(2909)	0.177918560793344
PURA(5813)	0.385430019167411
PTPN11(5781)	0.409439676112449
PTEN(5728)	0.882333295716329
RAB5A(5868)	0.10756439545839
BICD1(636)	0.067335913219053
RAB27A(5873)	0.0780142222235387
RAC1(5879)	0.000523024504699467
PLXNB1(5364)	0.213145422705963
RAD1(5810)	0.755581856031233
POLE(5426)	0.886216641202128
RAD9A(5883)	0.97500289992459
RAD51(5888)	0.599687999407069
RAD51C(5889)	0.138892945344048
RAD51L1(5890)	0.109637776676357
RAD52(5893)	0.536783841717169
RAF1(5894)	0.872761400161476
PRKG1(5592)	0.0215311912185668
GNG4(2786)	0.270313361351122
RAG1(5896)	0.462074164278234
PTMA(5757)	0.704137702708047
RAN(5901)	0.0151433446760269
RANBP2(5903)	0.0979632535250814
RAP1A(5906)	0.830422363174874
RALGDS(5900)	0.883483816993808
KRIT1(889)	0.943911941383208
RASA1(5921)	0.0165874175590992
RB1(5925)	0.275933185964772
E2F3(1871)	0.970485056415054
MDM4(4194)	0.700510513028302
MNDA(4332)	0.908512509080229
GTF3C2(2976)	0.00292705927159526
RARA(5914)	0.263875269555883
RBBP4(5928)	0.328881495376181
RBL1(5933)	0.187866425270598
REL(5966)	0.162111265573133
PPP4C(5531)	0.535418676796403
RELA(5970)	0.500632496942416
BCL7A(605)	0.0222795708601819
RELB(5971)	0.0311879665698357
RET(5979)	0.446492547875606
RFC3(5983)	0.784948505471538
RAD17(5884)	0.146839982600289
RFC4(5984)	0.000112534762192535
RFX1(5989)	0.89041190454487
RFX2(5990)	0.087258484460523
RFX3(5991)	0.82695478737467
RFX5(5993)	0.000544110280250987
PRKCG(5582)	0.719424740207894
RGS3(5998)	0.00985131918651828
PTAFR(5724)	0.5855181276083
POU4F1(5457)	0.00900688353067382
IFRD1(3475)	0.0394786326187284
RIT1(6016)	0.461398221339395
ROCK1(6093)	0.0549663711058013
LIMK2(3985)	0.501764861727309
RORA(6095)	0.375034795115822
RPA1(6117)	0.0114715926434945
RPA2(6118)	0.111438258898866
RPA3(6119)	0.00981767067414769
RPE(6120)	0.838109304281906
NVL(4931)	0.776877639820565
RPL5(6125)	0.000849757770846729
RPLP2(6181)	0.167524892191719
RAD23A(5886)	0.319449096258527
NR4A2(4929)	0.930181803945266
RPS6KA1(6195)	0.389677979035126
NCBP1(4686)	0.807054899686222
RPS27A(6233)	0.251145572785746
RRM1(6240)	0.364204006158872
RAC2(5880)	4.09013553950599e-05
RARG(5916)	0.00221397855223108
RARB(5915)	0.74810574149588
S100A1(6271)	0.033258697039986
S100A3(6274)	8.23984735893402e-05
S100A4(6275)	0.808961135197659
SEPT7(989)	0.357801123557659
MAPK12(6300)	0.0816988951349766
MAP2K3(5606)	0.72545729372717
HSPE1(3336)	0.281569320175583
SATB1(6304)	0.0548171797544665
NARS(4677)	0.33204640324395
RGS2(5997)	0.0843008578702737
CCL2(6347)	0.158674664703328
CCBP2(1238)	0.895552739846541
CCL3(6348)	0.0143923092596459
CCL4(6351)	0.727261639699703
CCL5(6352)	0.392112117531665
MMP14(4323)	0.848021907961629
CCL7(6354)	0.00608994027968336
CX3CL1(6376)	0.0110709108828997
PACS1(55690)	0.964322992206598
NF1(4763)	0.000511343018660759
SDC4(6385)	0.0567654232008163
PTPRJ(5795)	0.42000923599042
SDC2(6383)	0.103766852699417
SDC1(6382)	0.926063643436689
CD6(923)	0.920855703271605
CXCL12(6387)	0.952801053640205
SELE(6401)	0.79055909164179
SELP(6403)	0.112946253857534
SELL(6402)	0.618490056716946
MAPK10(5602)	0.000714300738719393
MAP2K4(6416)	0.469980616012893
SET(6418)	1.51605773209273e-08
SFPQ(6421)	0.04282585676919
SGCB(6443)	0.1158512858984
HLA-DQA1(3117)	0.000911056888513057
AK2(204)	0.871412230809051
MT1F(4494)	0.00177346538200343
DDR2(4921)	0.000120148603770247
PIK3R2(5296)	0.493637262666277
PTPN2(5771)	2.94883165552206e-09
GAS1(2619)	0.00355433801718878
PTCH(5727)	0.0886219241391859
SHMT2(6472)	0.29609564010159
SIAH1(6477)	0.614286635909865
ST6GAL1(6480)	0.00125423384248922
EYA3(2140)	0.0855095358939564
SKIL(6498)	0.249730635143899
SKP1A(6500)	0.339872905229551
ELF4(2000)	0.627474829185448
SLA(6503)	0.000283608425582657
SH2D1A(4068)	0.052431779513511
SLAMF1(6504)	0.00148244100961301
SGK(6446)	0.0120149310563934
PPP3CB(5532)	0.74999473629501
RFXAP(5994)	0.178766778230832
SMN1(6606)	0.0708380033361473
TOR1A(1861)	0.0493785927402151
SNRP70(6625)	0.641206673295047
GLS(2744)	0.0696592788049504
SNTB2(6645)	0.820679479824666
SOD1(6647)	0.210902659686725
SOD2(6648)	0.406495337303211
RAB4A(5867)	0.108654472999909
SHC1(6464)	0.285583406402787
SOS1(6654)	0.957370474644508
SOX5(6660)	0.753789966997788
RXRA(6256)	0.168301746960425
SP1(6667)	0.529067065488018
UAP1(6675)	0.06344233609344
SPARC(6678)	0.000124172930287365
SPI1(6688)	0.0158714270508908
SPIB(6689)	0.497414543475053
SPTA1(6708)	0.0355046241261228
PTPN1(5770)	0.00325661130359089
DGKA(1606)	0.0726888642130164
RGS16(6004)	4.61831229047477e-06
PSEN2(5664)	0.725636497867683
INSIG1(3638)	0.508147916005351
RXRG(6258)	0.000792534467671745
SRF(6722)	0.108807058227721
SRP9(6726)	0.0501641272674437
SAFB(6294)	0.532100863085183
SRPK1(6732)	0.0105137936556585
SFRS3(6428)	0.250068014076797
SSBP1(6742)	0.413643472804247
SST(6750)	0.20127737676944
SMARCA2(6595)	0.281992996485369
STAT1(6772)	0.372663127112321
STAT3(6774)	0.335366190060121
STAT5A(6776)	0.97783826093834
STAT5B(6777)	0.121119561845792
STAT2(6773)	0.790268971231866
STAT6(6778)	0.299449928477898
STIM1(6786)	0.615023306741336
STK3(6788)	0.347884883482467
STK4(6789)	0.0634195974904186
STK6(6790)	0.143724461134097
RPS6KA3(6197)	0.0791274352543009
RPS6KB1(6198)	0.117579322816799
STK11(6794)	0.0064328447554214
STX3A(6809)	0.579420425699588
STX4A(6810)	0.763914262825297
PLAUR(5329)	0.00527165584990998
RBL2(5934)	0.397473049638384
SYK(6850)	0.212693895928246
IL15RA(3601)	0.954154471829209
SH3BP2(6452)	0.00282379617478338
SIAH2(6478)	0.0126960961464147
TACC1(6867)	0.410523983781055
PTPN3(5774)	0.120626958943295
TAF2(6873)	0.588054583465594
TAF4(6874)	0.00118431767287779
MAP3K7(6885)	0.830477382886438
TAP1(6890)	0.605596705146535
TCEB2(6923)	0.92023534481765
TCF4(6925)	0.578318421208546
TCF3(6929)	0.940092761115216
TAL1(6886)	0.534555303871044
SKP2(6502)	0.747453884575322
PDCL(5082)	0.456054039410567
CD3G(917)	0.240342281073676
TDG(6996)	0.186568268058023
RAD23B(5887)	0.200497000273449
TEC(7006)	0.451719426153751
PTPRB(5787)	0.42840338352269
TERF2(7014)	0.56702986824123
TERT(7015)	0.96680945459469
TESK1(7016)	0.123526651678565
IGFBP1(3484)	0.00555242545691986
NP(4860)	0.000381526852784096
TFCP2(7024)	0.873229884426112
RAB5B(5869)	0.918403635154748
TFRC(7037)	3.19287492688734e-05
ADAM17(6868)	0.0191430091614484
TGFA(7039)	0.0986782871708282
ITGB6(3694)	0.938595352277148
TGFB1(7040)	0.906376426046919
ITGB8(3696)	0.802514724389195
TGFB2(7042)	0.0107998417947693
PPP3CC(5533)	0.0943365082318842
TGFB3(7043)	0.884632042634744
PCTK2(5128)	0.313243250599454
PFTK1(5218)	0.184142051379018
TGFBR2(7048)	0.000944877597953646
TFPI(7035)	0.139750319592992
TNFRSF11B(4982)	0.0293681742779834
THBS2(7058)	0.628146890506275
THY1(7070)	0.000495163127863137
TIAM1(7074)	0.906503189318769
TIE1(7075)	0.897783959608683
TK1(7083)	0.344796721284611
CCL18(6362)	0.00135042106895358
POLE2(5427)	3.73710152443415e-05
TLE4(7091)	0.800928577402297
TLR1(7096)	0.463468784472122
TLR4(7099)	0.721665799760568
TNFAIP1(7126)	0.239442960879768
TNFAIP3(7128)	0.442385897490928
THBS1(7057)	0.551737564343339
TNFRSF1A(7132)	0.802875688698841
TOP1(7150)	0.699369839990662
TOP2B(7155)	0.56525407835302
TP53(7157)	0.101064706062997
TFDP1(7027)	0.597677234106032
RRM2(6241)	0.237076658357561
IFI16(3428)	0.0836864367324235
SP3(6670)	0.0598652490826451
PRIM1(5557)	0.3726677027108
PFDN5(5204)	0.166584620541697
TPD52(7163)	0.0862050815198425
TPI1(7167)	0.560132768484809
CCL11(6356)	0.335630381985203
TNFRSF17(608)	0.183641807256934
TNFRSF1B(7133)	0.954151913070735
TRIM37(4591)	0.162301557574622
ALPL(249)	0.514878241693811
TRAF2(7186)	0.00666444952911731
TRAF1(7185)	0.0049206131566173
TRAF3(7187)	0.0371272697642013
TRAF5(7188)	0.286724399044985
TRAF6(7189)	0.691988217531981
PTPN13(5783)	0.965661554214808
ITPR3(3710)	0.958324663963518
TSHR(7253)	0.815592474451724
DNAJC7(7266)	0.645968979907993
TM4SF1(4071)	0.0119317385091721
TBCE(6905)	0.214156452174921
TNFSF4(7292)	0.608210905590687
TXK(7294)	0.626013318958124
TYK2(7297)	0.0408687490517194
TYMS(7298)	0.24549493338005
GAS6(2621)	0.336280717614331
TYR(7299)	0.703832281163246
TSG101(7251)	0.338094440493328
UBE2D2(7322)	0.565650946345976
SOX4(6659)	0.220920497296945
UBE3A(7337)	0.399152813502954
SP100(6672)	0.0251067880615104
CRHBP(1393)	0.425786973723471
CIDEA(1149)	0.1504996191011
UGP2(7360)	0.536613131584652
CYP3A4(1576)	0.438119451939726
UCK2(7371)	2.41722651893919e-05
TP53BP2(7159)	0.592310564792965
UROS(7390)	0.0437783514256436
USF2(7392)	0.718556383069399
LPP(4026)	0.673242049888471
VASP(7408)	0.778209004616077
TUBA1(7277)	0.942756720767761
VAV2(7410)	0.213757041915987
VCAM1(7412)	0.0627232027864952
HK1(3098)	0.679122062204113
VDR(7421)	0.834573619224318
VEGF(7422)	0.223915232799254
VEGFB(7423)	0.392002543147664
VEGFC(7424)	0.458463027347141
VBP1(7411)	0.0363050980348639
VIL2(7430)	0.365486266532919
VIM(7431)	0.954221357216867
VWF(7450)	0.264942879793401
WAS(7454)	0.00366814258179434
TBL1X(6907)	0.229459039304435
RYK(6259)	0.11477144959204
SFRP1(6422)	0.54896907783576
POLD2(5425)	0.000703974674105869
XBP1(7494)	5.96078158824051e-05
BTN1A1(696)	0.681307730185083
XPC(7508)	0.894983165911821
XPO1(7514)	0.0928638433931417
LIG3(3980)	0.0180227369598716
XRCC4(7518)	0.434410056283606
VAV1(7409)	0.78990309961282
WRN(7486)	0.214694446822754
XRCC5(7520)	0.0654863295332649
RPL10(6134)	0.699055221732739
TYRO3(7301)	0.276267829012149
YES1(7525)	0.307365082945936
TSC2(7249)	0.524904139353737
WEE1(7465)	0.00299354010530161
RGS7(6000)	0.0834861684237258
DHX15(1665)	0.307186920073867
UCP2(7351)	0.00394514918619491
TAZ(6901)	0.0256360531641327
RASGRF1(5923)	0.475011296973031
SPTBN1(6711)	0.930488646338009
CTPS(1503)	8.16197301891098e-05
CLK3(1198)	0.58479033861527
SFRS10(6434)	0.963235498085608
YWHAE(7531)	0.388370033679552
NFATC4(4776)	0.0107270224908316
ZAP70(7535)	0.20177884026254
WASPIP(7456)	0.00997947194444848
TYROBP(7305)	0.737054697816231
ZNF42(7593)	5.49117000419845e-06
ZBTB16(7704)	0.118888883038274
TRIM25(7706)	0.0498623163514595
TRIM26(7726)	0.0727735446521803
UBE2A(7319)	0.11090008132139
ZA20D2(7763)	0.00862700972985775
RGS1(5996)	0.00872703038832936
PTP4A1(7803)	0.0377625035015328
DAP3(7818)	0.914351128108575
IL1RN(3557)	0.782982502414081
CXCR4(7852)	0.00700060450462082
SEMA3B(7869)	0.396049394931889
USP7(7874)	0.976035785034805
ST8SIA4(7903)	0.240704649961474
RCN2(5955)	0.0260512447246167
NRF1(4899)	0.954416559032191
MAFK(7975)	0.984772014657771
MARS(4141)	0.887171298081362
ZFP36(7538)	0.700655427691092
SPTB(6710)	0.74109196146598
FXR1(8087)	0.0906170255978218
KPNA5(3841)	0.774955542096497
SLC3A2(6520)	0.058518474745803
SF1(7536)	0.725465634691634
MADCAM1(8174)	0.581185795003381
CLPP(8192)	0.00322814537659611
NCOA3(8202)	0.121360419743322
SUMO1(7341)	0.279625192433885
U2AF1(7307)	0.00564324437555486
RAD21(5885)	0.000706205599245022
NAT1(9)	0.169313218062613
PRDM2(7799)	0.385852677755732
KLRC4(8302)	0.0289329798343115
ANP32A(8125)	1.34218584271464e-05
BRAP(8315)	0.130300475753384
WNT3(7473)	0.000951001997380723
WNT2(7472)	0.233456909424146
LAMB1(3912)	0.942409432280436
UBE2H(7328)	0.548219531994381
NASP(4678)	0.356014558475278
EEA1(8411)	0.564156186798539
RAB5C(5878)	0.568819833236974
SFRS7(6432)	0.0166491071505326
VHL(7428)	0.837127972481843
VCL(7414)	0.00239918351145419
OGT(8473)	0.716483881993578
PTPRS(5802)	0.839189061324141
PPP2R5D(5528)	0.900894093636638
PGAM1(5223)	0.277998877136636
VTN(7448)	0.889226318914086
IKBKG(8517)	0.364898221944902
IKBKAP(8518)	0.00129027513477441
BAT5(7920)	0.743036453731105
IFITM1(8519)	0.184517527173811
DGKD(8527)	0.157579236609714
RALA(5898)	0.0648791553490475
CUL5(8065)	0.732931572469325
CAMK1(8536)	0.608086909906506
SUV39H2(79723)	0.504324749709026
RAB2(5862)	0.850901490190262
MAPK11(5600)	0.375729684442658
BHLHB2(8553)	0.06658006003574
PIAS1(8554)	0.00997351542009188
TTN(7273)	0.679638962474654
MADD(8567)	0.382603729381439
PRKRA(8575)	0.0172780765385224
TNFSF11(8600)	0.88930514939239
PLA2G4C(8605)	0.610564419651586
PIP5K1A(8394)	0.25632975078317
TP73L(8626)	0.768408038275902
SMO(6608)	0.339235501653086
NCOA1(8648)	0.181989868483893
POLH(5429)	0.602869395672035
PIK3R3(8503)	0.23775273776701
SOCS1(8651)	0.350674157500531
EIF3S9(8662)	0.00664195913535235
STX11(8676)	0.0316358622958958
TRADD(8717)	0.78902938422851
YY1(7528)	0.994794948638222
RIPK1(8737)	0.31887100615029
TNFRSF25(8718)	0.422531190591234
TNFSF10(8743)	0.99889105590358
TNFRSF14(8764)	0.140991512091654
TNFSF13(8741)	0.759681596065942
PEA15(8682)	0.481243527951419
TNFRSF10D(8793)	0.432334845330938
FADD(8772)	0.565029280667642
TNFRSF10B(8795)	0.414767203857402
PCTK3(5129)	0.040536848722716
RSN(6249)	0.0279029239275207
NRP1(8829)	0.0268494648419175
ARID4A(5926)	0.39909963574177
HDAC3(8841)	0.00901788655380314
MAP3K12(7786)	0.804085068809656
TSC22D1(8848)	0.000628972797828516
PCAF(8850)	0.5401253736477
SLC29A1(2030)	0.895547020409414
SYNJ2(8871)	0.22446839044773
TAX1BP1(8887)	0.53623705152905
CCNA1(8900)	0.0512135834254436
AP1S2(8905)	0.0700264792238411
BCL10(8915)	0.0119087429144478
LAPTM5(7805)	9.62215669903184e-06
PRPF4B(8899)	0.698864861381221
TNFRSF18(8784)	0.0406228910272254
NOL3(8996)	0.801756038831489
F2RL2(2151)	0.0134638325722943
MAP3K14(9020)	0.390585022820784
IRS2(8660)	0.253974418507271
SOCS2(8835)	0.210830125314593
SMARCC2(6601)	0.71622295536581
STAT4(6775)	0.00457729537682709
ANGPTL1(9068)	0.771611347616117
UBE2B(7320)	0.298186306198798
EIF2S2(8894)	0.0234465885627821
ASH2L(9070)	0.481080578125253
STAM(8027)	0.791597013347219
USP8(9101)	0.954052482680774
IFI35(3430)	0.104432378359042
MYCN(4613)	0.923287176208071
DDX18(8886)	0.232127640803547
EBI2(1880)	0.42695889689285
LATS1(9113)	0.536844373746834
SMC1L1(8243)	0.443385312965102
AP1G2(8906)	0.506637156904289
ARHGEF1(9138)	0.016068191365041
TADA2L(6871)	0.00808174968942068
PMS2(5395)	0.0492313667922965
PCSK7(9159)	0.670874426364853
OSM(5008)	0.831541358020266
DDEF2(8853)	0.68801448574095
RENBP(5973)	0.567115249209697
CFLAR(8837)	0.0566525098450115
CLCN5(1184)	0.387201167634866
RPS6KA2(6196)	0.672974721717502
TCF12(6938)	0.133279794274697
RARS(5917)	0.16799833018475
SCYE1(9255)	0.143811747850598
SPP1(6696)	0.00930629385099343
GEM(2669)	0.0140526911123857
LSP1(4046)	0.00293779420271636
MAPKAPK2(9261)	0.429997067062853
STK17B(9262)	0.707694125227771
STK17A(9263)	2.71067329846485e-08
PSCD1(9267)	0.242323566501121
RGS4(5999)	0.157304839917631
DNAJA3(9093)	0.802988281878337
COPS2(9318)	0.0284420563024206
COPS3(8533)	0.222735788295595
GALT(2592)	0.752469389676711
BTG2(7832)	0.3430244382653
STX16(8675)	0.00163298091139683
EFTUD2(9343)	0.169422938412888
ATP6V1B1(525)	0.966155697744122
RBBP6(5930)	0.758370942854467
ST13(6767)	0.169509941990458
TIMP1(7076)	0.039879413597517
TOP3B(8940)	0.539472923172613
TOP3A(7156)	0.682127752376416
ZNF265(9406)	0.262018000250375
TCEB3(6924)	1.3919635751949e-09
HGS(9146)	0.129965396392699
FUBP3(8939)	0.21072782849512
CD180(4064)	0.724530857435621
GFI1(2672)	0.604693186030237
EIF4EBP3(8637)	0.18381485232063
ATG12(9140)	0.600194568527963
IQGAP1(8826)	0.549466718552033
GDF15(9518)	0.95176304802489
SCAMP1(9522)	0.604521690799774
SPOP(8405)	0.96639957218483
PPAP2B(8613)	0.300178745631984
PIAS2(9063)	0.00927976116053706
NR1D1(9572)	0.000604094851264324
PRDX6(9588)	0.484789553613683
PDCD2(5134)	0.259465494568744
NCOR1(9611)	0.746442224008208
CUL2(8453)	0.177750142132551
UBE1L(7318)	0.0457177305258366
FEZ1(9638)	0.00725298801082
PPM1F(9647)	0.00598271478149877
GCC2(9648)	0.454327508713268
TP53BP1(7158)	0.121361637049768
UBE3C(9690)	0.00878019759934468
TRAM2(9697)	5.59875714789872e-06
NCOR2(9612)	0.162425076070561
RFXANK(8625)	0.883712750262316
HDAC9(9734)	0.342551638578013
PTPRN2(5799)	0.840368453404195
BAG3(9531)	0.297906676505462
UBE2L6(9246)	0.103061929288833
ARHGEF11(9826)	0.265750543763516
FGD1(2245)	0.0583432801451169
GRAP2(9402)	0.555989088099022
PDCD8(9131)	0.19301098329598
GSTO1(9446)	0.601354277608649
TLK1(9874)	0.00133067782800903
LPXN(9404)	0.810620827746065
PARP4(143)	0.104641058473745
CRSP3(9439)	0.457794982529093
NR0B2(8431)	0.55441943751802
NUP153(9972)	0.437739158794865
OXSR1(9943)	0.583040776901645
CASP8AP2(9994)	0.376173049351651
TCL1A(8115)	0.892919929738573
ZBTB33(10009)	0.00125078778011099
IKBKE(9641)	0.0906659003314023
PDCD6(10016)	0.867252378544786
BCL2L11(10018)	0.0717978578298023
XRCC1(7515)	0.211449522555786
BUB3(9184)	0.0539105068987903
PWP2H(5822)	0.00262111379685614
ENTPD1(953)	5.7057063560715e-05
RANBP9(10048)	0.812617053950492
UBA2(10054)	0.192134348867178
COX17(10063)	0.183282428937267
POM121(9883)	0.00112659802993326
LTA4H(4048)	0.646769562931328
LIMD1(8994)	0.0563696282981623
FEM1B(10116)	0.868602410120724
BST2(684)	0.438012529428178
DGKZ(8525)	0.649533309451217
LRPPRC(10128)	0.164026508061561
TBC1D4(9882)	0.00420161798311188
TRIP10(9322)	0.955992089421413
LAG3(3902)	0.601210146161876
SPG7(6687)	0.685483182879349
CHAF1A(10036)	0.0769893370111598
PSTPIP1(9051)	0.0107109499768591
ZNF197(10168)	0.512068236501626
DLG5(9231)	0.407421039708146
THOC4(10189)	0.95375597917223
PSME3(10197)	0.0209850809666296
PTPN9(5780)	0.642608251793942
DEK(7913)	0.727923721731227
WARS(7453)	0.628973406236324
CDK2AP1(8099)	0.593567127641636
SH2D3C(10044)	0.0955539194429661
SHMT1(6470)	0.000869810815479064
UNG2(10309)	0.925298407311878
UGCG(7357)	0.0280411579165583
RTN3(10313)	0.506731082546662
KIAA0103(9694)	0.678664245997518
TRAP1(10131)	0.789024712210973
CCNK(8812)	0.49006818062879
TUBG1(7283)	0.0145995263628351
LAPTM4A(9741)	0.458172745238554
SOCS6(9306)	0.307972192926
CEPT1(10390)	0.980240600067852
TEAD4(7004)	0.15356887096652
ROS1(6098)	0.982517935399321
ABCB1(5243)	0.399262190576888
ABCB4(5244)	0.331331988596185
TNK2(10188)	0.64491569523137
MERTK(10461)	0.811657660884013
TIMM44(10469)	0.00515441089714668
RNF8(9025)	0.489549350637735
NUP214(8021)	0.937302686238048
MALL(7851)	0.162082175456498
STX8(9482)	0.575574582788866
MYO9B(4650)	0.935362830023123
NCOA2(10499)	0.715816206855966
PIAS3(10401)	0.435085268950545
SOD3(6649)	0.0129991049105011
G1P3(2537)	0.883622798043659
PTPN4(5775)	0.63821994667091
PDCD5(9141)	4.42935337935443e-05
RABIF(5877)	0.759531489968753
SLC1A1(6505)	4.98220080518114e-05
SPTLC2(9517)	0.788397601482023
CCL21(6366)	0.549073916006954
RAB7(7879)	0.0062838701965153
C6orf108(10591)	0.0830604237920915
SMC4L1(10051)	0.0792125629769646
UMPS(7372)	0.0149273740180543
PAICS(10606)	0.000826481690208989
AURKB(9212)	0.148723458889033
MAP2K5(5607)	0.969899469904653
TXN(7295)	0.00287906706173749
PSMF1(9491)	0.264404324207393
KHDRBS3(10656)	0.00433322246491346
KHDRBS1(10657)	0.247275011098135
FUBP1(8880)	0.452281928676881
CUGBP1(10658)	0.97174040494974
GPR17(2840)	0.644126249391434
TNFSF13B(10673)	0.871806471737371
RGS11(8786)	0.552194663181445
RGS9(8787)	0.72717060173193
NFAT5(10725)	0.0296181886165324
PLK4(10733)	0.0811551948221889
TGFBR3(7049)	0.561420146947218
TYRP1(7306)	0.0240878618724734
FZD3(7976)	0.0198603257466351
CCL25(6370)	0.314451340076071
PGK1(5230)	0.4781283085618
SEPT9(10801)	0.129144768595357
MALT1(10892)	0.237881063351118
TRRAP(8295)	0.478464382182518
UTP14A(10813)	0.727242017246112
SF3A1(10291)	0.0968106123180494
NKTR(4820)	0.113059917787168
TIA1(7072)	0.44838343610146
CDC7(8317)	0.13174609662501
TCERG1(10915)	0.902183178142667
RAB11FIP3(9727)	0.869875124145127
RBX1(9978)	0.360421679332551
ZFHX1B(9839)	4.64231262864435e-05
RP13-297E16.1(8227)	0.692455181571206
FCHSD2(9873)	0.302078513244781
NEK6(10783)	0.00182451100219689
TLK2(11011)	0.636996289754628
PTP4A2(8073)	0.421543005326381
IL1RL1(9173)	0.939901763079371
FASTK(10922)	0.0326334922187241
RPS9(6203)	0.00032403117268161
CPSF6(11052)	0.0522202909319877
TOPBP1(11073)	0.00480854888853281
AKAP1(8165)	0.000483126824523305
NXF1(10482)	0.465946042063716
FAF1(11124)	0.665152742533351
CRADD(8738)	0.581147189050323
TANK(10010)	0.130525967719952
MAP4K1(11184)	0.687320346999374
XPA(7507)	0.490441352922362
C14orf1(11161)	0.000250395496284774
MRC1(4360)	0.000868659846040947
PPP2R2B(5521)	0.00024957595665552
ETV3(2117)	0.231398730026769
TLOC1(7095)	0.981460031081054
